🇨🇳󠁧󠁢󠁥󠁮央视频道,#genre#
浙江FM龙游,https://ls.qingting.fm/live/15318359/64k.m3u8
浙江三门,https://ls.qingting.fm/live/15318638/64k.m3u8
浙江萧山,http://l.cztvcloud.com/channels/lantian/SXxiaoshanaud1/128k.m3u8
浙江余姚,http://l.cztvcloud.com/channels/lantian/SXyuyaoaud/128k.m3u8
浙江华语之声,https://ls.qingting.fm/live/20505/64k.m3u8
浙江FM,https://ls.qingting.fm/live/5022061/64k.m3u8
浙江玉环,https://ls.qingting.fm/live/20212390/64k.m3u8
浙江余杭,https://ls.qingting.fm/live/1131/64k.m3u8
浙江瑞安,https://ls.qingting.fm/live/1143/64k.m3u8
浙江温玲,https://ls.qingting.fm/live/4567/64k.m3u8
浙江永康,https://ls.qingting.fm/live/5022570/64k.m3u8
浙江乐活,https://ls.qingting.fm/live/20005/64k.m3u8
浙江诸暨,https://ls.qingting.fm/live/5022482/64k.m3u8
浙江浦江,https://ls.qingting.fm/live/5021924/64k.m3u8
浙江慈溪,https://ls.qingting.fm/live/5021401/64k.m3u8
浙江宁波新闻,https://ls.qingting.fm/live/1138/64k.m3u8
浙江宁波交通,https://ls.qingting.fm/live/1140/64k.m3u8
浙江宁波音乐,https://ls.qingting.fm/live/1142/64k.m3u8
浙江宁波老少,https://ls.qingting.fm/live/1141/64k.m3u8
浙江宁波经济,https://ls.qingting.fm/live/1152/64k.m3u8
浙江宁波交通广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts01_939.m3u8
浙江宁波经济广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts03_1029.m3u8
浙江宁波老少广播·阳光904,http://ihzlh.linker.cc/ihzlh/zjnb_ts05_904.m3u8
浙江宁波新闻综合广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts04_920.m3u8
浙江宁波音乐广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts02_986.m3u8
浙江宁波动感105FM105.2,http://ls.qingting.fm/live/3047946.m3u8
浙江宁波交通广播FM93.9,http://ls.qingting.fm/live/1140.m3u8
浙江临海人民,https://ls.qingting.fm/live/5022437/64k.m3u8
浙江财富广播FM95(Opt-1),http://ls.qingting.fm/live/4519.m3u8
浙江城市之声,http://satellitepull.cnr.cn/live/wxzjcszs/playlist.m3u8
浙江动听(音乐调频)FM96.8(Opt-2),http://ls.qingting.fm/live/4866.m3u8
浙江交通之声,http://satellitepull.cnr.cn/live/wxzjjtgb/playlist.m3u8
浙江经济广播,http://satellitepull.cnr.cn/live/wxzjjjgb/playlist.m3u8
浙江旅游之声,http://satellitepull.cnr.cn/live/wxzj1045/playlist.m3u8
浙江民生资讯广播,http://satellitepull.cnr.cn/live/wxzjmsgb/playlist.m3u8
浙江女主播电台FM104.5(Opt-2),http://ls.qingting.fm/live/4524.m3u8
浙江新闻广播新锐FM98.8(Opt-1),http://ls.qingting.fm/live/2686006.m3u8
浙江音乐调频·动听968,http://satellitepull.cnr.cn/live/wxzj968/playlist.m3u8
浙江之声,http://satellitepull.cnr.cn/live/wxzjzs/playlist.m3u8
浙江绍兴交通广播,http://live.shaoxing.com.cn/audio/s10001-jt2/index.m3u8
浙江绍兴私家车音乐广播,http://live.shaoxing.com.cn/audio/s10001-xq3/index.m3u8
浙江绍兴之声,http://live.shaoxing.com.cn/audio/s10001-xw1/index.m3u8
浙江湖州交通文艺广播FM98.5,http://ls.qingting.fm/live/2811.m3u8
浙江湖州经济广播FM103.5,http://ls.qingting.fm/live/2812.m3u8
浙江湖州综合广播湖州之声FM05,http://ls.qingting.fm/live/2810.m3u8

a
阿里郎电台(视频),https://amdlive-ch03-ctnd-com.akamaized.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
安全百科,http://stream3.hndt.com/now/4pcovD2L/playlist.m3u8
安全百科网络,http://cnlive.cnr.cn/hls/anqbkwlt.m3u8
b
百色电台,https://ls.qingting.fm/live/15318330/64k.m3u8
宝岛联播网|宝岛新声,http://stream.superfm99-1.com.tw:8555
宝岛联播网|大千电台,http://stream.superfm99-1.com.tw:8554
c
潮流音悦台,http://stream3.hndt.com/now/Or5au0KN/playlist.m3u8
潮流音乐台,https://ls.qingting.fm/live/20207760/64k.m3u8
长三角之声,http://satellitepull.cnr.cn/live/wx32dfgbdt/playlist.m3u8
d
第一财经广播,http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
动感音悦台,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
动感音乐台,http://cnlive.cnr.cn/hls/dongganyyt.m3u8
动听925,https://ls.qingting.fm/live/5022698/64k.m3u8
e
f
FM102融媒体,https://ls.qingting.fm/live/20212259/64k.m3u8
FM1075,https://ls.qingting.fm/live/1288/64k.m3u8 ======,http://0/0.m3u8
FM乐动1056,http://starfish.bj.aliyun.006.qingting.fm:8000/shenyangjingdianyinle
凤凰音乐,https://ls.qingting.fm/live/20212387/64k.m3u8
g
国乐悠扬,http://stream3.hndt.com/now/8bplFuwp/playlist.m3u8
国立教育电台,http://wowza.ner.gov.tw/live/_definst_/1/playlist.m3u8
格莱美音乐台,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8
格莱美音乐台,http://cnlive.cnr.cn/hls/gelaimeiyyt.m3u8
广安交通旅游广播,http://ls.qingting.fm/live/1710917.m3u8
h

好FM，https://22283.live.streamtheworld.com/HAO_963AAC.aac
欢乐调频,http://starfish.bj.aliyun.007.qingting.fm:8000/huanletiaopin
后音乐台,https://ls.qingting.fm/live/20207761/64k.m3u8
环球资讯广播,http://satellitepull.cnr.cn/live/wxhqzx01/playlist.m3u8

海峡之声闽南语,https://ls.qingting.fm/live/1746/64k.m3u8
i
j

爵士FM,https://ls.qingting.fm/live/20207764/64k.m3u8
经典FM,https://ls.qingting.fm/live/20207762/64k.m3u8
经典FM,http://stream3.hndt.com/now/C5NvUpwy/playlist.m3u8
京津冀之声,http://audiolive.rbc.cn:1935/live/fm945/96K/tzwj_video.m3u8
交通广播网,http://starfish.bj.aliyun.001.qingting.fm:8000/jingdianFM1008
卷卷猫网络电台,https://ls.qingting.fm/live/20500038/64k.m3u8
卷卷猫电台,http://stream3.hndt.com/now/PHucVOu2/playlist.m3u8
金荔枝经典流行音乐,https://ls.qingting.fm/live/15318194/64k.m3u8
警广之声,http://stream.hndt.com/live/jgzs/chunklist_w462197576.m3u8
k
快乐私家车,https://ls.qingting.fm/live/5021919/64k.m3u8
l
m
民歌悠扬,https://ls.qingting.fm/live/15318585/64k.m3u8
民谣音乐台,https://ls.qingting.fm/live/20207763/64k.m3u8
no
p
品味音乐,https://ls.qingting.fm/live/21251/64k.m3u8
q
汽车潮流,https://ls.qingting.fm/live/21325/64k.m3u8
r
s
世界华声,http://sk.cri.cn/hxfh.m3u8
t
台湾古典音乐台,http://59.120.88.155:8000/live.mp3
天籁古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
天籁古典,https://ls.qingting.fm/live/20210756/64k.m3u8
wuw
x
星河音乐台,http://stream.hndt.com/live/1061/playlist.m3u8
y
摇滚天空台,http://stream3.hndt.com/now/SXJtR4M4/playlist.m3u8
摇滚天空台,https://ls.qingting.fm/live/20207765/64k.m3u8
有声文摘,http://stream3.hndt.com/now/WNoVfBcQ/playlist.m3u8
z


🎼曲艺点播欣赏,#genre#
测试频道,https://www.notabug.org/xiatian2021/zby/raw/master/draw0065.mp4

赌论,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/f54bd3d0-f952-4ccd-abca-55a4b9f0682f.mp4
论梦,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/9a16e506-a1bc-496f-a679-448b86ee798e.mp4
酒令,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/c0b85e68-0edd-414d-8929-dcc0a2795760.mp4
吃论,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/f7fa1609-5d9b-4b6d-a27e-90ff05c78e25.mp4
十年,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/7ae19f7a-a2a5-4985-b8e9-aba05689830a.mp4
哭论,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/7c3c6a51-122f-412c-9e01-b302df8edf16.mp4
朋友论,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/ff4d3817-d2ba-4e0a-87a9-4a55ec823c0b.mp4
怯拜年,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/0d429749-91a7-4da1-97e5-cead2d452a57.mp4
怯拉车,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/e93787b6-9d69-48a9-80b8-94676d57a123.mp4
怯大鼓,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/c1c52059-54a2-4153-9226-d01c188718b6.mp4
怯洗澡1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/9084b54b-242b-4b6f-a352-fe10a0dc5d5a.mp4
怯洗澡2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/aeadec2e-b54e-4191-8721-be139b1b7df8.mp4
舞蹈家,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/77c9ad7a-adb2-4b7a-a5bc-32515817f301.mp4
白事会1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/db310a26-f39b-4bba-9ede-309600ce0c5c.mp4
白事会2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/f1572d04-fe5e-49ae-88eb-ee1924184f46.mp4
白事会3,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/9918be94-da56-47b8-a6f1-f4217280d091.mp4
河南戏,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/caf76be9-ef5e-45fc-acab-5a8df8271138.mp4
治怪病,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/509813dc-158e-48ea-a2d1-275e08b98280.mp4
羊上树,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/641a65e7-de18-4759-a96c-5cf3b82e9fa1.mp4
拴娃娃1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/2846fae7-777f-4a78-8095-7df2996bcd75.mp4
拴娃娃2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/29cedf5e-e322-4529-9a17-8568170ab4e3.mp4
卖面茶,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/f0fe1b37-8d65-4968-a3ed-4010c20fc134.mp4
金兰谱,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/a8c710dd-0cbf-4723-befc-f953802d286a.mp4
大实话,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/3ae369e3-6f31-4f03-84b4-06969d3e47ec.mp4
大上寿1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/eadb9d00-469b-4580-bbd0-cdc6863fd275.mp4
大上寿2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/e0ca3364-9149-4e85-aefe-19350151a55f.mp4
大上寿3,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/674927f8-4dda-4ce2-a1bc-d5cc4d716b0e.mp4
大保镖,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/ec5d344f-8107-4e7e-b44a-51c43f183207.mp4
大登殿,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/566eda58-5679-46c5-9724-8bd0ebb943be.mp4
吃月饼,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/79ab1431-1d49-44a8-9a70-6089c8dfa62c.mp4
西征梦1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/d45cbb73-2ee9-4c80-a526-e78faae178bc.mp4
西征梦2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/a988809a-a474-4572-ad61-0bcde135344e.mp4
文章会,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/071ce14b-286c-4c28-a187-05f14a7edd96.mp4
叫卖图,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/bffe9304-0cca-46b5-bcc1-929f83d666ef.mp4
梦中婚,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/b4e253b9-8850-48d4-8f60-0ced48a9745d.mp4
论捧逗,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/3f1bc1b4-e508-4c06-878d-9d748d28ca2d.mp4
五毒论,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/59af2859-58fb-41f8-a54f-7a25cf57b2d6.mp4
师傅经,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/0f931afb-ad0b-40ca-a1ee-a2d8b1ee3638.mp4
卖吊票,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/24b14f27-12af-4248-86a5-78a10d0f315b.mp4
卖五器1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/c1d1df08-da5d-4e97-bf2f-1dde18a3e18d.mp4
卖五器2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/af6bc39e-b0cc-4e12-a38b-4e62c177beff.mp4
卖布头1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/753b1edc-526d-4071-8c08-0033479d8696.mp4
卖布头2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/64477948-4ce8-4ca3-84bf-a3a047d0ce82.mp4

批三国,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/848e08d9-2024-47da-892a-865c6e9f1a71.mp4
报菜名,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/71f95523-0812-4567-ae39-e56b4e9a0cdc.mp4
一户侯,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/068b89a8-a40f-4746-b97a-157372e76979.mp4
夸住宅1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/1cde915e-3b98-49e6-aa63-13ac0a18b092.mp4
夸住宅2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/70520615-51ea-4170-b2e9-b58b588247cd.mp4
汾河湾,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/f4e7cbe3-d13d-4d24-923e-772c1cf1c0fe.mp4
富贵图,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/5675a029-fe81-459b-9775-d54adf4c8267.mp4
学小曲1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/3dc747ec-3a6f-4ab3-951f-38bebb46660b.mp4
学小曲2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/c0f248bf-aa1c-4a0b-ac60-3445d4cb68be.mp4
学电台1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/25e00f4c-e061-4db8-bd18-2bbd10b72be5.mp4
学电台2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/86a84baf-0123-439b-a711-3c710288d222.mp4
学电台3,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/860a40c7-1e26-4afd-8926-1aa339a13008.mp4
学电台4,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/e4d28bb0-6a87-4bc1-a6c5-2caa62f61d3d.mp4
学聋哑,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/7122a78f-29aa-4a39-a5b0-a78e566bb2fc.mp4

东游记,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/4b71ae13-abb3-4dab-83e0-89de16da3215.mp4
武训徒,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/0a0fef95-0dca-441a-93d3-26dba6369d36.mp4
五行诗,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/c2a18d8a-da73-4970-8246-1f975378ca2f.mp4
论过节,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/1f05ae13-41b4-485c-8d25-81833c32c47d.mp4
郭家菜,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/c7dcd863-6695-4e36-aada-f9e8bc655e51.mp4
武坠子1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/dee78dd7-cf61-4d98-841f-6d9b55788940.mp4
武坠子2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/78cf22d7-5d67-4756-b018-c9aea1cabeea.mp4
跳大神,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/2e620cc4-85b8-4a63-bc29-8fb33f14967d.mp4
老老年,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/dd43c017-a54c-409b-a0cb-7377b544adf5.mp4
三人行,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/d4d87d47-64be-4f08-b8fa-5f2e2c700795.mp4
八扇屏,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/067dbe4e-d9f4-43ca-9852-16cfc5dd22d8.mp4
情义谱,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/ed99ab8d-6af5-4d48-9c23-76898b675250.mp4
买佛龛,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/5a3bc4e3-0427-4806-9c49-4d6a28efcdd6.mp4
数来宝,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/01b49076-2943-4608-9aa8-7578b34bf8bc.mp4
玉堂春,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/95dd2b26-16cb-4de5-b00d-c9387bf63a89.mp4
红事会,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/511121a7-dbf0-4ba0-87bb-e7983839b750.mp4
夜行记,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/ee811bf4-7450-4779-887d-a967e655f9cd.mp4
K歌之王,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/310624ec-aa65-402d-893d-df20796f9b17.mp4
太平歌词,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/7ec74cb1-9284-4c35-a47a-c8323c637ec4.mp4
我要穿越,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/7620502f-82e4-4f1b-8e19-613bd94ade16.mp4
艺术漫谈,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/d7bd730c-f8bc-4672-8629-bdce92fc8873.mp4
文武训徒,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/17198ca7-3373-4adc-9b6f-22975d558211.mp4
琴棋书画1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/a3ab378c-ae30-4317-afad-a5e6893b784f.mp4
琴棋书画2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/c732ee8b-eb5e-4276-a74f-1dfcdc9b4ac4.mp4
拍照惊奇,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/6776ca09-ee41-48ab-9680-48e2cf22634e.mp4
你要洗澡,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/4c56f11b-0736-4729-b9bc-aa65970f83f2.mp4
你要出轨,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/26c32231-e0e4-4cf4-96a9-3976b552c30c.mp4
你要唱歌1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/b030fb8a-d688-40a4-aac8-fd7058d2f4c8.mp4
你要唱歌2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/42e87773-7051-47cd-b7de-54862bce8ce6.mp4
你要锻炼,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/8f1c4ea1-8308-4205-a7f4-0170d9441906.mp4
你本善良,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/e5641867-1c6e-42e9-afe8-cafe6de825d1.mp4
我要奋斗,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/abccc400-7db0-401b-9fdf-ffa3ca97137f.mp4
我要幸福1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/e51d3359-7077-46ae-b25f-44aac0aeaf72.mp4
我要幸福2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/2ad55243-e900-48da-871b-6bcb198b0a57.mp4
我要幸福3,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/8bb1c61f-cc16-4914-af64-9f9b14ca7e81.mp4
快乐传奇,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/c9c3b9c5-3ce0-4ee8-9d4e-d5d4cd1188de.mp4
说学逗唱,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/cc9f002e-a27a-4470-a241-c0e15c782308.mp4
老师来了,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/9f2ef8e9-af7a-439e-86b3-9795f807da70.mp4
语言艺术,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/3328eae2-521d-46e3-bd24-d09a333bb778.mp4
山东二簧,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/d641f2e8-6a3f-4f96-a7f6-e8228798fd72.mp4
大福寿全,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/30496188-8c92-45aa-9815-1b0ee742aa02.mp4
窦公训女1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/8f87c342-6b59-4197-a109-36d40401587a.mp4
窦公训女2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/3805b42c-4020-42e9-80ab-656f2efae9ea.mp4
今晚开始,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/d3dc331c-9819-42d5-8b35-a45269a637a8.mp4
美丽人生,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/efcf3dd6-1063-4f4d-bd58-903eee0d2bb4.mp4
寿比南山,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/ec252ac5-3719-4ad5-b59e-03627bc50ecf.mp4
文武双全1,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/33a4b6e7-74d3-4c87-bb55-824786fe2557.mp4
文武双全2,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/5445606d-247e-403d-9c79-fe15ad064b4d.mp4
人在江湖,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/3b705203-c969-4184-85c2-75effbaf95ef.mp4
单身男女,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-b5555b88-3df9-48d5-b960-38c13a122d60/f08ddfdc-b6a4-4498-8ff1-3993d63d3d8e.mp4
美女幽魂,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/a45aba9c-f420-4b63-8507-aa201f560a7a.mp4
你这半辈子,https://vkceyugu.cdn.bspapp.com/VKCEYUGU-1f56dde8-79e3-48f8-9aaf-274392f4b5ba/c44a510c-1270-418a-8319-303e43ff0085.mp4
